資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
,2256,530C - 106,Y6P0,W6、Y6辦公大樓三樓,甲機,1,021V716,0,,
,6484,530C - 107,W6M,W6M大樓西側1樓,甲機,2,022V603,0,103.07.16遷移；,
,6687,530C - 108,Y6N2,W6Y6大樓2F西側207室,甲機,1,008V612,0,,
,5534,"530C - 109
430E - 218",W63A,W6一樓104室,甲機,1,022V420,0,110.05.18防疫 104.11.02遷移,
,2392,530C - 11,W6M,W6M西側二樓203室傳真機,甲機,0,021V807,8051029,,傳真機 8051029
,3096,530C - 110,Y6P0,W6、Y6辦公大樓(西側)3F Y6P專案辦公室(306室),甲機,0,022V207,0,96.10.31遷,副主任
,3744,530C - 111,W612,W6三樓W612辦公室,甲機,1,022V302,0,,外包
,2004,530C - 112,W613,W6三樓西北側W613辦公室,甲機,0,021V701,0,,綜合管理課
,2248,530C - 113 (數位:8),W6 A,W6三樓302A副處長辦公室,甲機,0,002V109,8051012,104.09.11遷移；,1030919-更數位話機-副處長 8051012
,2269,530C - 114,W630,W6一樓103室,甲機,1,021V717,0,105.04.08遷移；104.11.02遷移；93.12.03增副,主任
,2370,530C - 115,W612,W6三樓W612辦公室,甲機,2,021V804,0,90.11.27遷；91.04.23遷；92.01.28增副,
,2277,530C - 116,W612,W6三樓W612辦公室,甲機,2,021V721,0,104.07.27-原增2273副機改增2277-90.11.16增副機,W612課長
,2271,530C - 117,W611,W6三樓W611辦公室,甲機,2,021V711,0,,修護計劃
,3053,530C - 118,W611,W6大樓3樓315室(W61辦公室),甲機,1,023V209,0,105.05.26申甲+1副,
,2273,530C - 119,W612,W6三樓W612辦公室,甲機,0,021V719,0,104.07.27取消增副-改增加2277；104.07.10增1副；92.01.23更甲,
,5255,530C - 12,W6M,W6設備大樓東側二樓,甲機,2,009V517,0,1030716申甲；,
,2906,530C - 120  ,W61,W6三樓W61組長辦公室,甲機,1,022V112,0,110.05.18新增分流,組長、
,2078,530C - 121,H24,W6辦公大樓二樓 西南側,甲機,0,021V703,0,,現場作業組
,6011,530C - 122,W611,W6三樓W611辦公室,甲機,1,022V506,0,,
,2593,530C - 123,W611,W6三樓W611辦公室,甲機,2,021V819,0,90.11.16拆副機,
,3743,530C - 124,W630,W6一樓111辦公室,甲機,1,022V301,0,,副主任
,3060,530C - 125,Y6P0,W6、Y6辦公大樓二樓211室,乙機,1,022V203,0,104.05.21遷移；,
,6599,530C - 126,W61,W6Y6大樓1F西側116室,甲機,0,024V407,0,,
,2274,530C - 127,W636,W6一樓111室,甲機,2,021V720,0,98.03.13遷；1000525增1副,
,5444,530C - 128,W613,W6工令服務台,甲機,0,022V417,0,95.11.28裝,
,2155,530C - 129,W613,W6大樓315R,未分類,1,024V111,0,,
,2816,530C - 13,W68,W6辦公大樓東棟108室,甲機,0,022V106,0,92.06.02增副；1010409遷副機,W68組長、副組長
,2129,530C - 130,F43,W6二樓西側,甲機,0,021V706,0,,
,2072,530C - 131,W613,W6 3F西側,甲機,0,001V204,0,,
,6506,530C - 132,W6,W6大樓302(副處長室),甲機,0,001V105,0,108.03.27新裝,數位話機
,2917,530C - 133,W611,W6三樓W611辦公室,甲機,2,022V114,0,,W611課長
,2278,530C - 134,W60,W6三樓W60辦公室,甲機,1,021V722,0,,
,2712,530C - 135,W60,W6三樓W60辦公室,甲機,1,022V104,0,,
,6326,530C - 136,Y612,Y6大樓 212室,甲機,0,018V616,,,
,6566,530C - 137,Y612,Y6大樓西邊2F 212室,甲機,0,024V121,0,,
,8012,530C - 139,W61,W6辦公室3F處長秘書,甲機,0,001V112,,,
,2077,530C - 140,W6A2,W6辦公大樓三樓秘書辦公室,甲機,0,003V109,0,94.05.19遷,1030919-更數位話機-
,2344,530C - 141,W610,W6二樓W61S辦公室(217B),甲機,2,021V801,0,95.05.23遷;112.04.17增副,
,3997,530C - 142 ,W610,W6二樓W61S辦公室,甲機,2,022V319,0,91.12.23新裝並增副；95.05.23增副,副組長
,3297,530C - 143,Y6P0,W6、Y6辦公大樓三樓,甲機,0,022V210,0,91.08.08增副；92.03.14遷；93.05.21拆,
,3791,530C - 144,Y6P0,Y6大樓3F辦公室,甲機,1,005V409,0,94.10.31增副；95.08.25拆副1；98.03.19遷,四舍Y6P使用；原Y60
,3741,530C - 145,W636,W6一樓111室,甲機,1,022V223,0,1000428增1副,課長
,2218,530C - 146,W613,W6一樓收發室,乙機,0,021V713,0,,
,3066,530C - 147,Y611,W6、Y6辦公大樓二樓206室,甲機,1,022V204,0,99.05.28遷,105.03.14增無線副機*1
,6697,530C - 148,Y6N2,W6Y6西側1F107室,甲機,1,008V724,0,,
,3050,530C - 149,Y60,Y6大樓2F 212R,甲機,0,004V617,0,103.02.06遷；93.11.12遷；95.08.07遷；1021031遷,
,2496,530C - 15,W6M,W6M西側二樓管理組204、205R,甲機,2,021V812,0,94.12.28增副,
,6696,530C - 150,Y6N2,W6Y6西側1F107室,甲機,0,008V722,0,,
,6692,530C - 151,Y6N2,W6Y6西側1F108室,甲機,1,008V702,0,,
,6691,530C - 152,Y6N2,W6Y6西側1F108室,甲機,1,008V701,0,,
,3343,530C - 153,Y6P0,W6、Y6辦公大樓(西側)三樓副主任辦公室(308A),甲機,0,022V211,0,,主任
,2913,530C - 154,Y6P0,W6、Y6辦公大樓西側3F Y6P副主任室對面(308A室對面),甲機,1,022V113,0,,
,6694,530C - 155,Y6N2,W6Y6西側1F107室,甲機,1,008V718,0,,
,6695,530C - 156,Y6N2,W6Y6西側1F107室,甲機,1,008V719,0,,
,3849,530C - 157,Y6P0,W6、Y6辦公大樓3F Y6P研討室對面(309R對面),甲機,0,022V315,0,,
,6546,530C - 158,Y6P0,W6Y6大樓西邊2樓211R,甲機,1,012V223,0,,
,6329,330E - 119,F343,#1資訊大樓3F F343辦公室,甲機,0,019V713,0,,
,5256,530C - 16,W6M,W6設備大樓東側二樓,甲機,2,011V623,0,1030716申甲；,
,6693,530C - 160,Y6N2,W6Y6西側1F108室,甲機,1,008V717,0,,
,2506,530C - 161 (數位),Y6 A,W6、Y6辦公大樓202室(副處長辦公室),甲機,0,002V112,8051043,103.05.26申1副；93.11.11拆控；94.04.27裝；96.06.29拆；96.10.01新裝；97.10.22遷,1030919-更數位話機-原W0廖思齊
,2268,530C - 162 (數位),W6,W6三樓處長辦公室,甲機,0,001V111,8051022,94.05.19遷,1030919-更數位話機-處長 8051022 可撥長途
,6331,5F - 20,Y11,一行五樓 R505,乙機,0,019V705,0,,
,6332,330K1-98,W115,W115控制室,甲機,0,019V709,8052229,,
,2343,530C - 165,W636,W6一樓111室,甲機,1,021V724,0,94.04.24遷,
,6928,530C - 166,W636,W6一樓111室傳真電話,甲機,0,022V609,0,,
,6588,,,,甲機,0,024V222,0,,
,6327,530C - 168 ,Y612,Y6大樓 210室,甲機,0,020V306,,,
,2016,530C - 169 (數位:16),Y6A,W6、Y6辦公大樓二樓(處長辦公室),甲機,0,001V116,8051008,,W6處長 ，030919-更數位話機-處長室 8051008
,5417,530C - 17,W6M,W6M西側二樓管理組,甲機,1,022V415,0,96.04.17新裝；99.02.24遷,
,6843,530C - 170,Y6P0,W6、Y6辦公大樓三樓發展室310R,甲機,1,022V606,0,93.04.30遷3F；93.05.21增副；94.01.07遷,
,3068,530C - 171,Y612,W6、Y6辦公大樓二樓204室,甲機,0,022V205,0,95.07.04遷；97.12.25遷；99.05.28遷,
,3046,530C - 172,Y6P0,W6、Y6辦公大樓二樓205室,甲機,1,022V201,0,100.05.23增1副,
,3998,530C - 173,W61 A,W6三樓W61副組長辦公室,甲機,0,022V320,0,103.09.02拆3副；1030121增1副；91.12.23新裝並增副；95.05.23增副,副組長/電子商務
,6741,530C - 174,Y611,W6、Y6辦公大樓二樓206室,甲機,2,009V317,0,,配線架已跳線
,3341,530C - 175,W612,W6二樓217A開標室(有續接剩藍有通),乙機,0,002V201,0,103.09.02申1副；,
,5260,530C - 176,W6M,W6設備大樓西側四樓404R資料室,甲機,0,015V115,0,1030716申甲；,
,5290,530C - 177,W6M,W6設備大樓西側四樓,甲機,1,021V520,0,1030716申甲；,
,5297,530C - 178,W6M,W6設備大樓西側四樓,甲機,2,022V704,0,1030716申甲；,
,5298,530C - 179,W6M,W6設備大樓西側四樓,甲機,2,023V814,0,1030716申甲；,
,6289,530C - 18,W6M,W6M設備大樓2樓208室,甲機,1,022V521,0,103.12.29遷移；95.06.09遷,
,5317,530C - 180,W6M,W6設備大樓西側四樓,甲機,1,002V205,0,1030716申甲；,
,5259,530C - 181,W6M,W6設備大樓西側四樓,甲機,2,013V309,0,,
,2652,530C - 182,W6M,W6M大樓西側4樓,甲機,1,021V824,0,103.07.16遷移；,
,6478,530C - 183,W6M,W6M大樓西側4樓,甲機,1,022V601,0,103.07.16遷移；,
,6434,530C - 184,W6M,W6M大樓西側4樓,甲機,2,022V522,0,103.07.16增1副+遷移；,
,2587,530C - 185,W6M,W6M大樓西側4樓,甲機,2,021V818,0,103.07.16遷移+1副；,
,5337,530C - 186,W6M,W6M大樓西側4樓,甲機,2,022V408,0,103.07.16遷移；,
,3539,530C - 187,W6M,W6M大樓西側4樓,甲機,1,022V218,0,103.07.16遷移；,
,5340,530C - 188,W6M,W6M大樓西側4樓,甲機,1,022V409,0,103.07.16遷移；,
,5745,530C - 189,W6M,W6M大樓西側4樓,甲機,1,022V501,0,103.07.16增1副+遷移；,
,6435,530C - 19,W6M,W6M大樓東側2樓,甲機,0,022V523,0,103.07.16拆2副+遷移；,
,5251,530C - 190,W6M,W6M大樓西側4樓,甲機,1,022V401,0,103.07.16遷移；,
,2608,530C - 191,W6M,W6M大樓西側4樓,甲機,1,021V821,0,103.07.16遷移；,
,6479,530C - 192,W6M,W6M大樓西側4樓,甲機,2,022V602,0,103.07.16增1副+遷移；,
,5252,530C - 193,W6M,W6M大樓西側4樓,甲機,2,022V402,0,103.07.16增1副+遷移；,
,2609,530C - 194,W6M,W6M大樓西側4樓副組長辦公室; 煉鋼小組*1,甲機,1,021V822,0,103.11.06拆1副；103.07.16遷移；,W6M副組長
,3077,530C - 195,Y6P0,W6、Y6辦公大樓二樓,甲機,1,022V206,0,,
,6764,530C - 196,H235,設備處辦公大樓2F 216室,乙機,0,011V707,0,,
,6221,530C - 197,H235,設備處辦公大樓2F 216室,甲機,0,022V517,0,103.03.07申1甲1副；,
,6710,530C - 198,W61,W6大樓3樓315室(W61辦公室),甲機,1,008V821,0,,
,2598,530C - 20,W6M,W6M大樓東側2樓,甲機,2,021V820,0,103.07.16遷移；,
,6333,530C - 21,Y6T8,Y67 3F 305室,乙機,0,019V819,0,,
,6205,530C - 22,W683,W6辦公大樓東棟R115、R117,甲機,2,022V515,0,,
,2431,530C - 23,W683,W6辦公大樓東棟120室,甲機,1,020V319,0,104.09.15增1副；104.03.05申甲；,
,2576,530C - 24,W6M,W6M大樓東側2樓,甲機,2,021V817,0,103.07.16增1副+遷移；,
,2228,530C - 26,W683,W6辦公大樓東棟120室,甲機,1,021V714,0,90.12.19遷,
,2092,530C - 28,W6M,W6M大樓西側2樓,甲機,2,021V705,0,103.07.16增1副+遷移；,
,5679,530C - 29,Y6N0,W6、Y6設計大樓三樓Y6NW,甲機,1,007V707,0,103.07.22申甲；,
,2396,530C - 3,Y6N0,W6、Y6設計大樓三樓Y6NS,甲機,1,021V808,0,,1040610-W513通知修改話機數量(共3支)/對外窗口
,5250,530C - 32,W6M,"W6M大樓東側2樓
W6M大樓西側4樓",甲機,2,022V324,0,103.07.16遷移；,
,6074,530C - 33,W681,W6辦公大樓東棟114室、115室、118室,甲機,2,022V509,0,,緊急狀況聯絡人
,2711,530C - 34,W681,W6辦公大樓東棟106室,甲機,1,022V103,0,,
,2164,530C - 35,W681,W6辦公大樓東棟 115室、118室,甲機,2,021V710,0,,
,5746,530C - 36,W6M,W6M大樓西側2樓,甲機,0,022V502,0,103.12.08遷移；103.04.14遷移；101.03.22新裝,
,2161,530C - 37,W684,W6辦公大樓東棟一樓大辦公室、103室,甲機,2,021V709,0,99.05.13遷,
,6209,530C - 38,W684,W6辦公大樓西棟207室,甲機,1,022V516,0,99.05.13增副,
,5167,530C - 39,W684,W6辦公大樓東棟R109,甲機,0,022V321,0,93.06.07裝；99.05.13增副,
,2087,530C - 4,W6M,W6二樓W6M組長辦公室; 203室*1,甲機,1,021V704,0,103.11.03增1副；,W6M組長
,6175,530C - 42,W682,W6辦公大樓東棟110室、117室(值班室),甲機,1,022V514,0,1040915增1副；,
,2255,530C - 43,Y6N,W6、Y6設計大樓三樓Y6N組長室、Y6NS,甲機,1,021V715,8051089,1040610-W513通知正確話機數量(共2支)/96.05.25遷；98.03.19增副,DID:8051089
,3523,530C - 44,Y6N0,W6、Y6設計大樓三樓Y6NT,甲機,2,022V217,0,98.03.12遷；1020709增1副,1040610-W513通知修改話機數量(共3支)/
,3746,530C - 45,Y6N0,W6、Y6設計大樓三樓Y6NW,甲機,1,022V304,0,96.09.11增副1,1040610-W513通知修改話機數量(共3支)/
,3789,530C - 46,Y6N0,W6、Y6設計大樓三樓Y6NT,甲機,2,022V310,0,96.09.11增副1,1040610-W513通知修改話機數量(共3支)/
,3790,530C - 49,Y6N0,W6、Y6設計大樓三樓Y6NW,甲機,1,022V311,0,,1040610-W513通知修改話機數量(共3支)/
,6140,530C - 5,W685,W6辦公大樓東棟R110,甲機,1,022V512,0,,
,5361,530C - 50,Y6N0,W6、Y6設計大樓三樓Y6NS,甲機,2,022V410,0,94.09.27新裝；96.09.11增副1；1010131增1副,1040610-W513通知修改話機數量(共3支)/
,5362,530C - 53,Y6N0,W6、Y6設計大樓三樓Y6NW,甲機,1,022V411,0,94.09.27新裝,1040610-W513通知修改話機數量(共3支)/
,5363,530C - 54,Y6N0,W6、Y6設計大樓三樓Y6NT,甲機,2,022V412,0,94.09.27新裝；98.03.19遷；98.12.28增副2,1040610-W513通知修改話機數量(共3支)/
,5641,530C - 55,Y6N0,W6、Y6設計大樓三樓Y6NS,甲機,2,018V110,0,104.08.11更甲+遷移；99.01.11新裝；99.09.06遷移；1000928遷,
,3409,530C - 58,Y6T,W6、Y6設計大樓三樓,甲機,1,022V212,0,96.09.17增副,Y6T-3F對外窗口
,6242,530C - 6,W685,W6辦公大樓東棟R110,甲機,1,022V518,0,103.10.20遷移；,
,3177,530C - 61,Y6T,W6、Y6設計大樓三樓,甲機,2,022V208,0,93.12.21增副,
,5563,530C - 62,Y6T,W6、Y6設計大樓三樓,甲機,1,022V421,0,97.09.29新裝；98.03.13遷；98.09.24遷改隸Y6T,SMS Demag顧問；原Y63
,2381,530C - 65,Y6T,W6、Y6設計大樓三樓,甲機,2,021V805,0,,
,2564,530C - 66,Y6T,W6、Y6設計大樓三樓,甲機,1,021V816,0,,
,6347,530C - 69,Y6T,Y6設計大樓3F,甲機,0,019V417,0,,
,3430,530C - 7,W685,W6辦公大樓東棟R110,甲機,0,022V214,0,1020904增1副,
,6348,530C - 70,Y6T,Y6設計大樓3F,甲機,0,019V718,0,,
,6349,530C - 73,Y6T,Y6設計大樓3F,甲機,0,019V820,0,,
,6350,530C - 74,Y6T,Y6設計大樓3F,甲機,0,020V224,0,,
,5175,530C - 77,Y6T,W6、Y6設計大樓三樓,甲機,2,022V322,0,103.12.09增1副；93.08.26裝；96.09.17增副,
,5176,530C - 78,Y6T,W6、Y6設計大樓三樓,甲機,1,022V323,0,93.08.26裝；96.09.17增副,
,5419,530C - 79,W68,W6辦公大樓東棟R110,甲機,0,022V706,0,103.10.20新申甲+1副；,
,5254,530C - 8,W6M,W6設備大樓東側二樓,甲機,2,007V703,0,1030716申甲；,
,3788,530C - 80,W685,"W6辦公大樓東棟R110,R111",甲機,1,022V309,0,103.10.20遷移+1副；,
,3264,530C - 9,Y6T,W6、Y6設計大樓三樓,甲機,1,022V209,0,93.12.21拆副機；96.09.17增副,
●,5789,530G - 1,,#3冷軋 Y57大樓二樓辦公室,未分類,0,002V315,0,106.05.03新裝,
●,5894,530G - 10,Y571,第三冷軋/主辦公室201-4R,甲機,0,013V206,0,,
●,5815,530G - 101,Y56D,第三冷軋/#3CGL電氣室3F,甲機,1,012V620,0,,
●,5817,530G - 102,Y56D,第三冷軋/#CGL電氣室3F,甲機,2,012V622,0,,301.302會議室
●,5856,530G - 103,Y573,第三冷軋/3CGL中段控制室-1/1F,甲機,0,013V108,0,,
●,5864,530G - 104,Y573,第三冷軋/3CGL中段控制室-2/1F,甲機,0,012V703,0,,
●,5846,530G - 105,Y6P6,第三冷軋/電氣室4F-404室(S/V ROOM),乙機,0,012V724,0,,
●,5807,530G - 106,Y573,第三冷軋/3CGL前段控制室2F,甲機,0,012V612,0,,
●,5805,530G - 107,Y56C,第三冷軋/CGL機械維護辦1F,甲機,0,012V610,0,,
●,5895,530G - 11,Y571,第三冷軋/主辦公室201-5R,甲機,0,013V207,0,,
●,5887,530G - 111,Y56C,第三冷軋/CGL機械維護辦1F,甲機,1,013V201,0,,
●,5896,530G - 12,Y571,第三冷軋/主辦公室201-6R,甲機,0,013V208,0,,
●,5870,530G - 121,Y573,第三冷軋/3CGL後段控制室2F,甲機,0,013V117,0,,
●,5722,530G - 122,T292,第三冷軋/T292/CGL實驗站,甲機,0,012V516,0,,
●,5721,530G - 123,T292,第三冷軋/T292辦公室1F值班室,甲機,0,012V515,0,,
●,5720,530G - 124,T292,第三冷軋/T292辦公室2F,甲機,0,012V514,0,,
●,5723,530G - 125,T292,第三冷軋/CGL後段控制室檢驗站,甲機,0,012V517,0,,
●,5897,530G - 13,Y571,第三冷軋/主辦公室201-7R,甲機,0,013V209,0,,
●,5811,530G - 131,Y56D,第三冷軋TCM電氣室3F(師級辦公室),甲機,2,012V616,0,,
●,5833,530G - 132,Y6P6,第三冷軋/TCM電氣室4F,甲機,1,012V714,0,,無線電話
●,5820,530G - 133,Y6P6,Y6P6課長室,甲機,1,012V701,0,,無線電話
●,5834,530G - 135,Y6P6,第三冷軋/TCM電氣室4F,甲機,1,012V715,0,,無線電話
●,5707,530G - 136,Y56D,第三冷軋/TCM電氣室3F值班室,甲機,1,012V503,0,,
●,5828,530G - 137,Y56D,第三冷軋/TCM電腦室二級辦公室,甲機,0,012V709,0,,
●,5741,530G - 138,Y56D,第三冷軋電氣維護室,甲機,0,012V604,0,,
●,5706,530G - 139,Y56D,第三冷軋/TCM/2F外包休息室,乙機,0,012V502,0,,
●,5703,530G - 140,Y571,第三冷軋TCM主控制室,甲機,1,012V423,0,,副機裝設於會議室
●,5705,530G - 141,Y571,第三冷軋MILL控制室/2支話機,甲機,1,012V501,0,,100.06.16遷副機
●,5713,530G - 142,Y56C,第三冷軋/#3PLCM機械維護3F,甲機,0,012V509,0,,
●,5827,530G - 143,Y56C,第三冷軋/3PLCM機械維3F,乙機,0,012V708,0,,
●,5711,530G - 144,Y56C,第三冷軋/#3PLCM機械維護3F,甲機,0,012V507,0,,
●,5712,530G - 145,Y56C,第三冷軋/#3PLCM機械維護3F,甲機,0,012V508,0,,
●,5736,530G - 147,Y56C,第三冷軋/3PLCM機械維3F會議室,甲機,0,012V602,0,,
●,5701,530G - 148,W6C5,第三冷軋天車維護SHOP/1F工作間,甲機,2,012V421,0,100.04.18遷,
●,5702,530G - 149,W6C5,第三冷軋天車維護SHOP,甲機,2,012V422,0,,
●,5326,530G - 15,Y56 A2,#3冷軋 Y57大樓二樓副主任辦公室,甲機,0,019V406,0,95.03.03裝；106.05.03遷,軋三設備檢修工廠副主任
●,5766,530G - 150,Y571,第三冷軋/3PLCM現場檢驗室,甲機,0,012V605,0,1000616新裝,
●,5898,530G - 16,Y57,第三冷軋主辦公室311R,甲機,1,013V210,0,100.01.20遷;113.11.07增1副,
●,5825,530G - 162,Y571,第三冷軋/PLCM前段控制室,甲機,0,012V706,0,,
●,5810,530G - 163,Y56D,第三冷軋/3PLCM/3F電氣室,甲機,0,012V615,0,1010828黃吉祥回應-保留,無人回應
●,5899,530G - 17,Y56D,第三冷軋/主辦公室210R,甲機,0,013V211,0,,
●,5700,530G - 171,Y571,第三冷軋PLCM中段裁邊機控制室 ,甲機,0,012V420,0,,
●,5734,530G - 172,Y56C,第三冷軋/3PLCM現場輪班室,甲機,0,012V524,0,,
●,5845,530G - 18,Y571,第三冷軋Y57辦公大樓3樓309室,甲機,0,012V723,0,106.05.03拆；106.05.23遷(申甲),
●,5813,530G - 181,Y56D,第三冷軋/#3CAL電氣室3F辦公室,甲機,2,012V618,0,,
●,5852,530G - 185,Y56C,第三冷軋/#3CAL輪班室104R,甲機,0,013V105,0,1010828黃吉祥回應-保留,
●,5836,530G - 187,Y56C,第三冷軋/#3CAL維護辦102R,甲機,0,012V717,0,,
●,5818,530G - 188,Y572,第三冷軋/#CAL操作辦201R,甲機,1,012V623,0,,
●,5865,530G - 189,Y572,第三冷軋/#3CAL操作辦201R,甲機,1,013V114,0,,
●,5830,530G - 190,Y56C,第三冷軋/#3CAL維護辦102R,甲機,0,012V711,0,,
●,5804,530G - 191,Y56C,第三冷軋/#3CAL機械維護辦公室101R,甲機,1,012V609,0,100.03.24增1副,
●,5808,530G - 192,Y56C,第三冷軋/#3CAL機械維護辦公室101R,甲機,1,012V613,0,100.03.24增1副,
●,5849,530G - 193,Y56C,第三冷軋/#CAL維護會議室103R,乙機,0,013V102,0,,
●,5819,530G - 194,Y573,第三冷軋/#3CGL操作辦202R,甲機,1,012V624,0,,
●,5838,530G - 195,Y56,第三冷軋/#3CAL辦303R,甲機,0,012V718,0,,
●,5839,530G - 196,Y573,第三冷軋/#3CGL操作辦202R,甲機,1,012V719,0,,
●,5831,530G - 197,Y56C,第三冷軋/3CAL即Y573辦公室1F,甲機,0,012V712,0,1010803遷,
●,5850,530G - 198,Y573,第三冷軋/#3CGL二樓--Y573課長用,甲機,0,013V103,0,1011002新裝,
●,5863,530G - 199,Y56C,第三冷軋/3CAL即Y573辦公室1F,甲機,0,013V113,0,1010803遷,
●,5790,530G - 2,,#3冷軋 Y57大樓二樓辦公室,未分類,0,003V623,0,106.05.03新裝,
●,2772,530G - 20,Y56,#3冷軋Y57辦公大樓二樓主任辦公室,甲機,0,018V603,0,106.05.03遷,軋三設備檢修工廠主任
●,5841,530G - 200,Y56,第三冷軋/#3CGL會議室205R,乙機,0,012V720,0,,
●,5880,530G - 201,Y572,第三冷軋/#3CAL操作辦201R,甲機,2,013V120,0,,
●,5708,530G - 202,Y6P6,第三冷軋/電腦室3F,甲機,0,012V504,0,,
●,5809,530G - 203,Y56C,第三冷軋/Y56C  #3CGL機械維護1F辦公室,甲機,0,012V614,0,1010419遷,
●,5816,530G - 204,Y56D,第三冷軋/#CAL電氣室3F辦公室,甲機,2,012V621,0,,
●,5843,530G - 205,Y573,第三冷軋/#3CGL操作辦202R,甲機,0,012V722,0,,
●,6222,530G - 21,H,二行三樓東,未分類,0,007V614,0,91.01.21增副,可撥長途
●,5724,530G - 211,Y423,嘉興街儲區/Y423專用,甲機,1,012V518,0,1001216新裝；1010120增1副,
●,5725,530G - 212,Y423,嘉興街儲區/Y423專用,甲機,1,012V519,0,1001216新裝；1010120增1副,
●,5727,530G - 213,Y423,嘉興街儲區/大門警衛專用,乙機,0,012V521,0,1001216新裝,Y423申請專供警衛使用
●,5726,530G - 215,C345,嘉興街儲區/C345專用,甲機,0,012V520,0,1001216新裝,Y423申請專供C345使用
●,6632,530G - 216,C349,Y423嘉興遠端檢核站,乙機,0,006V514,0,,
●,5806,530G - 221,Y572,第三冷軋/#3CAL前段控制室,甲機,0,012V611,0,,無線話機
●,5842,530G - 222,Y572,第三冷軋/#3CAL後段控制室,甲機,0,012V721,0,,無線電話
●,5851,530G - 223,Y572,第三冷軋/#CAL後段庫控制室,甲機,0,013V104,0,,無線電話
●,5709,530G - 225,T292,第三冷軋/CAL後段檢驗站,甲機,0,012V505,0,,
●,5717,530G - 231,Y6P6,VACSS電腦維護室,甲機,0,012V512,0,,
●,5730,530G - 232,C349,第三冷軋 C349辦公室,甲機,1,012V522,0,,
●,5731,530G - 233,C349,第三冷軋 C349辦公室,甲機,2,012V523,0,,
●,5714,530G - 234,C349,第三冷軋中段程控室,甲機,1,012V510,0,,
●,5710,530G - 235,C349,第三冷軋87庫C349辦公室,甲機,1,012V506,0,,
●,5832,530G - 236,Y572,第三冷軋/PKL包裝線控制室,甲機,0,012V713,0,,無線電話
●,5855,530G - 237,Y572,第三冷軋/PKL-2包裝線控制室,甲機,0,013V107,0,,無線電話
●,5814,530G - 238,Y56D,第三冷軋/包裝線電氣室,甲機,0,012V619,0,,
●,5872,530G - 239,C349,第三冷軋 C349辦公室,乙機,0,013V215,0,1000719新裝,
●,5719,530G - 242,C349,第三冷軋/打包檢核站,甲機,1,012V513,0,,
●,5861,530G - 243,Y56D,第三冷軋/包裝檢驗線電氣室,甲機,0,013V112,0,,
●,5704,530G - 245,T292,第三冷軋/INL檢驗站,甲機,0,012V424,0,,
●,5873,530G - 246,C349,冷軋品管試驗工場三樓(303室),乙機,0,013V216,0,1000719新裝,
●,5829,530G - 251,Y572,第三冷軋/VACSS/2INL控制室-1,甲機,0,012V710,0,,無線話機
●,5853,530G - 252,Y572,第三冷軋/包裝檢驗線控制室,甲機,0,013V106,0,,無線電話
●,5824,530G - 261,Y5751,第三冷軋/軋輥工場辦公室1F及磨床室,甲機,2,012V705,0,,NO1工軋磨床室
●,5889,530G - 262,Y5751,第三冷軋/軋輥工場辦公室2F,甲機,2,013V202,0,,
●,5826,530G - 263,Y5751,第三冷軋/軋輥工場辦公室1F,甲機,0,012V707,0,,
●,5892,530G - 264,Y571,第三冷軋Y571會議室,乙機,1,013V204,0,1020909遷及改為乙線,
●,5801,530G - 281,A25,第三冷軋/#1門,甲機,0,012V606,0,,
●,5821,530G - 282,A25,第三冷軋/#1門,甲機,0,012V702,0,,
●,5835,530G - 288,Y5751,第三冷軋/軋輥工場工具室及磨床電氣室,甲機,2,012V716,0,,NO1工軋磨床工具室
●,5740,530G - 290,Y56D,第三冷軋/軋輥工場67、92磨床電氣室,甲機,1,012V603,0,,
●,5812,530G - 291,W511,第三冷軋/主變電所1F/4F,乙機,1,012V617,0,,
●,5802,530G - 292,A25,第三冷軋/#2門,甲機,0,012V607,0,,
●,5803,530G - 293,A25,第三冷軋/#3門,甲機,0,012V608,0,,
●,5823,530G - 294,A25,第三冷軋/#3門,甲機,0,012V704,0,,
●,5791,530G - 3,,#3冷軋 Y57大樓二樓辦公室,未分類,0,006V424,0,106.05.03新裝,
●,5879,530G - 31,Y571,第三冷軋/主辦公室302R,甲機,0,013V119,0,100.03.30遷,
●,5885,530G - 33,Y570,第三冷軋/主辦公室310R,甲機,0,013V123,0,,
●,5868,530G - 4,Y56C,第三冷軋/主辦公室105-1R,甲機,1,013V115,0,,
●,5869,530G - 5,Y56C,第三冷軋/主辦公室105-2R,甲機,1,013V116,0,,
●,5891,530G - 7,Y571,第三冷軋/主辦公室201-1R（傳真機使用，07-8051137）,甲機,0,013V203,8051137,1010905加DID碼,DID:8051137--FAX用
●,6607,530G - 8,Y5S,Y5大樓2F,甲機,0,002V409,0,,
●,5893,530G - 9,Y571,第三冷軋/主辦公室201-3R,甲機,0,013V205,0,,
●,5756,530G - 91,W622,W622新廠辦公室,甲機,1,022V708,0,104.04.30-W513協調後取消申裝/104.04.14增1副於電梯中；103.12.25增+1副；1010801新裝,
●,5715,530G - 93,C349,#91庫中控室/第三冷軋中段程控室,甲機,2,012V511,0,105.09.07增1副；105.08.09遷移；,
●,5786,530G - 94,W622,W622新廠辦公室,乙機,2,022V709,0,103.12.25增+2副；100.02.11新裝,
